date,position,songname,artist,last week,peak position,weeks on chart
2017-03-04,1,Shape Of You,Ed Sheeran,1,1,6
2017-03-04,2,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,2,10
2017-03-04,3,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,14
2017-03-04,4,Chained To The Rhythm,Katy Perry Featuring Skip Marley,--,4,1
2017-03-04,5,Closer,The Chainsmokers Featuring Halsey,7,1,29
2017-03-04,6,Bad Things,Machine Gun Kelly x Camila Cabello,5,4,16
2017-03-04,7,That's What I Like,Bruno Mars,37,4,5
2017-03-04,8,Love On The Brain,Rihanna,13,7,18
2017-03-04,9,I Feel It Coming,The Weeknd Featuring Daft Punk,16,9,13
2017-03-04,10,Bounce Back,Big Sean,6,6,15
2017-03-04,11,Paris,The Chainsmokers,10,6,5
2017-03-04,12,Fake Love,Drake,11,8,17
2017-03-04,13,24K Magic,Bruno Mars,15,4,19
2017-03-04,14,Starboy,The Weeknd Featuring Daft Punk,12,1,22
2017-03-04,15,Scars To Your Beautiful,Alessia Cara,8,8,25
2017-03-04,16,Black Beatles,Rae Sremmurd Featuring Gucci Mane,14,1,23
2017-03-04,17,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,9,6,19
2017-03-04,18,Million Reasons,Lady Gaga,4,4,13
2017-03-04,19,Mercy,Shawn Mendes,19,17,22
2017-03-04,20,iSpy,KYLE Featuring Lil Yachty,28,20,8
2017-03-04,21,Caroline,Amine,17,11,24
2017-03-04,22,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,23,21,11
2017-03-04,23,Say You Won't Let Go,James Arthur,27,23,17
2017-03-04,24,Side To Side,Ariana Grande Featuring Nicki Minaj,18,4,25
2017-03-04,25,Can't Stop The Feeling!,Justin Timberlake,25,1,41
2017-03-04,26,All Time Low,Jon Bellion,24,16,19
2017-03-04,27,Body Like A Back Road,Sam Hunt,21,21,3
2017-03-04,28,Let Me Love You,DJ Snake Featuring Justin Bieber,20,4,28
2017-03-04,29,T-Shirt,Migos,26,19,5
2017-03-04,30,Down,Marian Hill,31,25,5
2017-03-04,31,Water Under The Bridge,Adele,30,26,15
2017-03-04,32,Heathens,twenty one pilots,29,2,35
2017-03-04,33,Congratulations,Post Malone Featuring Quavo,39,33,8
2017-03-04,34,Issues,Julia Michaels,41,33,4
2017-03-04,35,Better Man,Little Big Town,40,34,16
2017-03-04,36,Treat You Better,Shawn Mendes,36,6,37
2017-03-04,37,Broccoli,D.R.A.M. Featuring Lil Yachty,35,5,36
2017-03-04,38,This Town,Niall Horan,33,20,21
2017-03-04,39,Dirt On My Boots,Jon Pardi,46,39,11
2017-03-04,40,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,34,12,29
2017-03-04,41,Party,Chris Brown Featuring Usher &amp; Gucci Mane,48,40,9
2017-03-04,42,Cold,Maroon 5 Featuring Future,--,23,1
2017-03-04,43,I Got You,Bebe Rexha,56,43,7
2017-03-04,44,Location,Khalid,52,44,6
2017-03-04,45,Moves,Big Sean,38,38,8
2017-03-04,46,Make Me (Cry),Noah Cyrus Featuring Labrinth,47,46,10
2017-03-04,47,Sober Saturday Night,Chris Young Featuring Vince Gill,66,47,7
2017-03-04,48,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,42,5,21
2017-03-04,49,Both,Gucci Mane Featuring Drake,53,41,9
2017-03-04,50,Deja Vu,J. Cole,51,7,10
2017-03-04,51,Love Me Now,John Legend,45,23,17
2017-03-04,52,Castle On The Hill,Ed Sheeran,62,6,6
2017-03-04,53,The Fighter,Keith Urban Featuring Carrie Underwood,--,53,2
2017-03-04,54,Bom Bidi Bom,Nick Jonas &amp; Nicki Minaj,--,54,1
2017-03-04,55,Despacito,Luis Fonsi Featuring Daddy Yankee,61,55,5
2017-03-04,56,Think A Little Less,Michael Ray,63,56,8
2017-03-04,57,Swang,Rae Sremmurd,77,35,9
2017-03-04,58,Party Monster,The Weeknd,60,16,13
2017-03-04,59,Play That Song,Train,59,41,12
2017-03-04,60,Used To This,Future Featuring Drake,57,14,15
2017-03-04,61,Goosebumps,Travis Scott,65,51,15
2017-03-04,62,Shining,DJ Khaled Featuring Beyonce &amp; JAY Z,--,57,1
2017-03-04,63,No Favors,Big Sean Featuring Eminem,22,22,2
2017-03-04,64,Star Of The Show,Thomas Rhett,58,45,16
2017-03-04,65,Seein' Red,Dustin Lynch,55,55,8
2017-03-04,66,Believer,Imagine Dragons,43,43,2
2017-03-04,67,Today,Brad Paisley,75,67,7
2017-03-04,68,Guys My Age,Hey Violet,69,68,4
2017-03-04,69,A Guy With A Girl,Blake Shelton,64,42,14
2017-03-04,70,Call On Me,Starley,72,70,7
2017-03-04,71,Helium,Sia,--,71,1
2017-03-04,72,Fast,Luke Bryan,80,72,4
2017-03-04,73,Kill A Word,Eric Church Featuring Rhiannon Giddens,78,71,10
2017-03-04,74,Look At Me!,XXXTENTACION,95,74,2
2017-03-04,75,In Case You Didn't Know,Brett Young,94,75,2
2017-03-04,76,Any Ol' Barstool,Jason Aldean,84,73,4
2017-03-04,77,Heroe Favorito,Romeo Santos,--,77,1
2017-03-04,78,Chantaje,Shakira Featuring Maluma,67,51,14
2017-03-04,79,Slippery,Migos Featuring Gucci Mane,73,48,3
2017-03-04,80,The Weekend,Brantley Gilbert,79,69,7
2017-03-04,81,Way Down We Go,Kaleo,71,54,8
2017-03-04,82,No Heart,21 Savage &amp; Metro Boomin,81,43,17
2017-03-04,83,Not Nice,PARTYNEXTDOOR,82,82,5
2017-03-04,84,Everything 1K,Kodak Black,--,84,1
2017-03-04,85,Everyday,Ariana Grande Featuring Future,--,78,1
2017-03-04,86,Road Less Traveled,Lauren Alaina,90,80,4
2017-03-04,87,Rolex,Ayo &amp; Teo,--,68,1
2017-03-04,88,Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,--,88,1
2017-03-04,89,Selfish,PnB Rock,85,51,15
2017-03-04,90,Wanna Be That Song,Brett Eldredge,88,46,20
2017-03-04,91,How Far I'll Go,Alessia Cara,83,56,11
2017-03-04,92,Black,Dierks Bentley,--,90,4
2017-03-04,93,It Ain't Me,Kygo x Selena Gomez,--,93,1
2017-03-04,94,Yeah Boy,Kelsea Ballerini,--,94,1
2017-03-04,95,Sex With Me,Rihanna,--,83,15
2017-03-04,96,Hurricane,Luke Combs,--,82,1
2017-03-04,97,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,99,97,3
2017-03-04,98,El Amante,Nicky Jam,--,98,2
2017-03-04,99,Redbone,Childish Gambino,98,48,12
2017-03-04,100,Scared To Be Lonely,Martin Garrix &amp; Dua Lipa,--,88,2
2017-02-25,1,Shape Of You,Ed Sheeran,1,1,5
2017-02-25,2,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,13
2017-02-25,3,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,2,9
2017-02-25,4,Million Reasons,Lady Gaga,--,4,12
2017-02-25,5,Bad Things,Machine Gun Kelly x Camila Cabello,4,4,15
2017-02-25,6,Bounce Back,Big Sean,15,6,14
2017-02-25,7,Closer,The Chainsmokers Featuring Halsey,5,1,28
2017-02-25,8,Scars To Your Beautiful,Alessia Cara,10,8,24
2017-02-25,9,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,6,6,18
2017-02-25,10,Paris,The Chainsmokers,11,6,4
2017-02-25,11,Fake Love,Drake,8,8,16
2017-02-25,12,Starboy,The Weeknd Featuring Daft Punk,7,1,21
2017-02-25,13,Love On The Brain,Rihanna,14,7,17
2017-02-25,14,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9,1,22
2017-02-25,15,24K Magic,Bruno Mars,12,4,18
2017-02-25,16,I Feel It Coming,The Weeknd Featuring Daft Punk,16,9,12
2017-02-25,17,Caroline,Amine,17,11,23
2017-02-25,18,Side To Side,Ariana Grande Featuring Nicki Minaj,13,4,24
2017-02-25,19,Mercy,Shawn Mendes,21,17,21
2017-02-25,20,Let Me Love You,DJ Snake Featuring Justin Bieber,18,4,27
2017-02-25,21,Body Like A Back Road,Sam Hunt,38,21,2
2017-02-25,22,No Favors,Big Sean Featuring Eminem,--,22,1
2017-02-25,23,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,24,21,10
2017-02-25,24,All Time Low,Jon Bellion,20,16,18
2017-02-25,25,Can't Stop The Feeling!,Justin Timberlake,22,1,40
2017-02-25,26,T-Shirt,Migos,19,19,4
2017-02-25,27,Say You Won't Let Go,James Arthur,29,23,16
2017-02-25,28,iSpy,KYLE Featuring Lil Yachty,27,27,7
2017-02-25,29,Heathens,twenty one pilots,23,2,34
2017-02-25,30,Water Under The Bridge,Adele,28,26,14
2017-02-25,31,Down,Marian Hill,37,25,4
2017-02-25,32,Cheap Thrills,Sia Featuring Sean Paul,30,1,52
2017-02-25,33,This Town,Niall Horan,25,20,20
2017-02-25,34,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,26,12,28
2017-02-25,35,Broccoli,D.R.A.M. Featuring Lil Yachty,31,5,35
2017-02-25,36,Treat You Better,Shawn Mendes,32,6,36
2017-02-25,37,That's What I Like,Bruno Mars,57,4,4
2017-02-25,38,Moves,Big Sean,74,38,7
2017-02-25,39,Congratulations,Post Malone Featuring Quavo,39,33,7
2017-02-25,40,Better Man,Little Big Town,34,34,15
2017-02-25,41,Issues,Julia Michaels,64,33,3
2017-02-25,42,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,33,5,20
2017-02-25,43,Believer,Imagine Dragons,--,43,1
2017-02-25,44,Don't Let Me Down,The Chainsmokers Featuring Daya,36,3,52
2017-02-25,45,Love Me Now,John Legend,35,23,16
2017-02-25,46,Dirt On My Boots,Jon Pardi,43,39,10
2017-02-25,47,Make Me (Cry),Noah Cyrus Featuring Labrinth,46,46,9
2017-02-25,48,Party,Chris Brown Featuring Usher &amp; Gucci Mane,44,40,8
2017-02-25,49,The Greatest,Sia Featuring Kendrick Lamar,40,18,23
2017-02-25,50,Bad Romance,Lady Gaga,--,2,35
2017-02-25,51,Deja Vu,J. Cole,47,7,9
2017-02-25,52,Location,Khalid,60,44,5
2017-02-25,53,Both,Gucci Mane Featuring Drake,51,41,8
2017-02-25,54,HandClap,Fitz And The Tantrums,53,53,20
2017-02-25,55,Seein' Red,Dustin Lynch,56,55,7
2017-02-25,56,I Got You,Bebe Rexha,59,43,6
2017-02-25,57,Used To This,Future Featuring Drake,54,14,14
2017-02-25,58,Star Of The Show,Thomas Rhett,45,45,15
2017-02-25,59,Play That Song,Train,41,41,11
2017-02-25,60,Party Monster,The Weeknd,55,16,12
2017-02-25,61,Despacito,Luis Fonsi Featuring Daddy Yankee,61,55,4
2017-02-25,62,Castle On The Hill,Ed Sheeran,50,6,5
2017-02-25,63,Think A Little Less,Michael Ray,68,56,7
2017-02-25,64,A Guy With A Girl,Blake Shelton,52,42,13
2017-02-25,65,Goosebumps,Travis Scott,67,51,14
2017-02-25,66,Sober Saturday Night,Chris Young Featuring Vince Gill,70,47,6
2017-02-25,67,Chantaje,Shakira Featuring Maluma,65,51,13
2017-02-25,68,My Old Man,Zac Brown Band,--,68,1
2017-02-25,69,Guys My Age,Hey Violet,87,68,3
2017-02-25,70,Sacrifices,Big Sean Featuring Migos,--,70,1
2017-02-25,71,Way Down We Go,Kaleo,63,54,7
2017-02-25,72,Call On Me,Starley,82,70,6
2017-02-25,73,Slippery,Migos Featuring Gucci Mane,48,48,2
2017-02-25,74,Halfway Off The Balcony,Big Sean,--,74,1
2017-02-25,75,Today,Brad Paisley,81,67,6
2017-02-25,76,Jump Out The Window,Big Sean,--,76,1
2017-02-25,77,Swang,Rae Sremmurd,76,35,8
2017-02-25,78,Kill A Word,Eric Church Featuring Rhiannon Giddens,79,71,9
2017-02-25,79,The Weekend,Brantley Gilbert,69,69,6
2017-02-25,80,Fast,Luke Bryan,86,72,3
2017-02-25,81,No Heart,21 Savage &amp; Metro Boomin,73,43,16
2017-02-25,82,Not Nice,PARTYNEXTDOOR,83,82,4
2017-02-25,83,How Far I'll Go,Alessia Cara,77,56,10
2017-02-25,84,Any Ol' Barstool,Jason Aldean,95,73,3
2017-02-25,85,Selfish,PnB Rock,78,51,14
2017-02-25,86,Owe Me,Big Sean,--,86,1
2017-02-25,87,Beauty And The Beast,Ariana Grande &amp; John Legend,--,87,1
2017-02-25,88,Wanna Be That Song,Brett Eldredge,85,46,19
2017-02-25,89,I Don't,Mariah Carey Featuring YG,--,89,1
2017-02-25,90,Road Less Traveled,Lauren Alaina,80,80,3
2017-02-25,91,80s Mercedes,Maren Morris,89,74,13
2017-02-25,92,How Far I'll Go,Auli'i Cravalho,75,41,11
2017-02-25,93,Now &amp; Later,Sage The Gemini,--,93,1
2017-02-25,94,In Case You Didn't Know,Brett Young,--,75,1
2017-02-25,95,Look At Me!,XXXTENTACION,--,95,1
2017-02-25,96,OTW,DJ Luke Nasty,92,71,8
2017-02-25,97,Light,Big Sean Featuring Jeremih,--,97,1
2017-02-25,98,Redbone,Childish Gambino,94,48,11
2017-02-25,99,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,100,97,2
2017-02-25,100,Kelly Price,Migos Featuring Travis Scott,58,58,2
2017-02-18,1,Shape Of You,Ed Sheeran,2,1,4
2017-02-18,2,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,12
2017-02-18,3,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,5,2,8
2017-02-18,4,Bad Things,Machine Gun Kelly x Camila Cabello,4,4,14
2017-02-18,5,Closer,The Chainsmokers Featuring Halsey,3,1,27
2017-02-18,6,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,7,6,17
2017-02-18,7,Starboy,The Weeknd Featuring Daft Punk,8,1,20
2017-02-18,8,Fake Love,Drake,9,8,15
2017-02-18,9,Black Beatles,Rae Sremmurd Featuring Gucci Mane,6,1,21
2017-02-18,10,Scars To Your Beautiful,Alessia Cara,10,8,23
2017-02-18,11,Paris,The Chainsmokers,13,6,3
2017-02-18,12,24K Magic,Bruno Mars,11,4,17
2017-02-18,13,Side To Side,Ariana Grande Featuring Nicki Minaj,12,4,23
2017-02-18,14,Love On The Brain,Rihanna,14,7,16
2017-02-18,15,Bounce Back,Big Sean,15,6,13
2017-02-18,16,I Feel It Coming,The Weeknd Featuring Daft Punk,18,9,11
2017-02-18,17,Caroline,Amine,17,11,22
2017-02-18,18,Let Me Love You,DJ Snake Featuring Justin Bieber,16,4,26
2017-02-18,19,T-Shirt,Migos,37,19,3
2017-02-18,20,All Time Low,Jon Bellion,19,16,17
2017-02-18,21,Mercy,Shawn Mendes,21,17,20
2017-02-18,22,Can't Stop The Feeling!,Justin Timberlake,23,1,39
2017-02-18,23,Heathens,twenty one pilots,22,2,33
2017-02-18,24,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,32,21,9
2017-02-18,25,This Town,Niall Horan,24,20,19
2017-02-18,26,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,20,12,27
2017-02-18,27,iSpy,KYLE Featuring Lil Yachty,29,27,6
2017-02-18,28,Water Under The Bridge,Adele,26,26,13
2017-02-18,29,Say You Won't Let Go,James Arthur,31,23,15
2017-02-18,30,Cheap Thrills,Sia Featuring Sean Paul,27,1,51
2017-02-18,31,Broccoli,D.R.A.M. Featuring Lil Yachty,25,5,34
2017-02-18,32,Treat You Better,Shawn Mendes,28,6,35
2017-02-18,33,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,30,5,19
2017-02-18,34,Better Man,Little Big Town,35,34,14
2017-02-18,35,Love Me Now,John Legend,33,23,15
2017-02-18,36,Don't Let Me Down,The Chainsmokers Featuring Daya,34,3,51
2017-02-18,37,Down,Marian Hill,52,25,3
2017-02-18,38,Body Like A Back Road,Sam Hunt,--,21,1
2017-02-18,39,Congratulations,Post Malone Featuring Quavo,58,33,6
2017-02-18,40,The Greatest,Sia Featuring Kendrick Lamar,38,18,22
2017-02-18,41,Play That Song,Train,60,41,10
2017-02-18,42,Blue Ain't Your Color,Keith Urban,36,24,21
2017-02-18,43,Dirt On My Boots,Jon Pardi,44,39,9
2017-02-18,44,Party,Chris Brown Featuring Usher &amp; Gucci Mane,40,40,7
2017-02-18,45,Star Of The Show,Thomas Rhett,45,45,14
2017-02-18,46,Make Me (Cry),Noah Cyrus Featuring Labrinth,57,46,8
2017-02-18,47,Deja Vu,J. Cole,46,7,8
2017-02-18,48,Slippery,Migos Featuring Gucci Mane,--,48,1
2017-02-18,49,X,21 Savage &amp; Metro Boomin Featuring Future,41,36,21
2017-02-18,50,Castle On The Hill,Ed Sheeran,39,6,4
2017-02-18,51,Both,Gucci Mane Featuring Drake,49,41,7
2017-02-18,52,A Guy With A Girl,Blake Shelton,42,42,12
2017-02-18,53,HandClap,Fitz And The Tantrums,53,53,19
2017-02-18,54,Used To This,Future Featuring Drake,47,14,13
2017-02-18,55,Party Monster,The Weeknd,50,16,11
2017-02-18,56,Seein' Red,Dustin Lynch,55,55,6
2017-02-18,57,That's What I Like,Bruno Mars,82,4,3
2017-02-18,58,Kelly Price,Migos Featuring Travis Scott,--,58,1
2017-02-18,59,I Got You,Bebe Rexha,56,43,5
2017-02-18,60,Location,Khalid,64,44,4
2017-02-18,61,Despacito,Luis Fonsi Featuring Daddy Yankee,77,55,3
2017-02-18,62,Call Casting,Migos,--,62,1
2017-02-18,63,Way Down We Go,Kaleo,54,54,6
2017-02-18,64,Issues,Julia Michaels,87,33,2
2017-02-18,65,Chantaje,Shakira Featuring Maluma,59,51,12
2017-02-18,66,Run Up,Major Lazer Featuring PARTYNEXTDOOR &amp; Nicki Minaj,--,66,1
2017-02-18,67,Goosebumps,Travis Scott,51,51,13
2017-02-18,68,Think A Little Less,Michael Ray,62,56,6
2017-02-18,69,The Weekend,Brantley Gilbert,79,69,5
2017-02-18,70,Sober Saturday Night,Chris Young Featuring Vince Gill,63,47,5
2017-02-18,71,I'm Better,Missy Elliott Featuring Lamb,--,71,1
2017-02-18,72,Get Right Witcha,Migos,--,72,1
2017-02-18,73,No Heart,21 Savage &amp; Metro Boomin,61,43,15
2017-02-18,74,Moves,Big Sean,72,38,6
2017-02-18,75,How Far I'll Go,Auli'i Cravalho,65,41,10
2017-02-18,76,Swang,Rae Sremmurd,75,35,7
2017-02-18,77,How Far I'll Go,Alessia Cara,68,56,9
2017-02-18,78,Selfish,PnB Rock,67,51,13
2017-02-18,79,Kill A Word,Eric Church Featuring Rhiannon Giddens,71,71,8
2017-02-18,80,Road Less Traveled,Lauren Alaina,86,80,2
2017-02-18,81,Today,Brad Paisley,74,67,5
2017-02-18,82,Call On Me,Starley,88,70,5
2017-02-18,83,Not Nice,PARTYNEXTDOOR,83,82,3
2017-02-18,84,If The Boot Fits,Granger Smith,80,80,3
2017-02-18,85,Wanna Be That Song,Brett Eldredge,69,46,18
2017-02-18,86,Fast,Luke Bryan,81,72,2
2017-02-18,87,Guys My Age,Hey Violet,84,68,2
2017-02-18,88,Scared To Be Lonely,Martin Garrix &amp; Dua Lipa,--,88,1
2017-02-18,89,80s Mercedes,Maren Morris,78,74,12
2017-02-18,90,Dirty Laundry,Carrie Underwood,66,48,16
2017-02-18,91,Fresh Eyes,Andy Grammer,70,59,18
2017-02-18,92,OTW,DJ Luke Nasty,73,71,7
2017-02-18,93,Culture,Migos Featuring DJ Khaled,--,93,1
2017-02-18,94,Redbone,Childish Gambino,76,48,10
2017-02-18,95,Any Ol' Barstool,Jason Aldean,93,73,2
2017-02-18,96,Sex With Me,Rihanna,85,83,14
2017-02-18,97,Black,Dierks Bentley,90,90,3
2017-02-18,98,Alone,Marshmello,89,60,10
2017-02-18,99,El Amante,Nicky Jam,--,98,1
2017-02-18,100,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,--,97,1
2017-02-11,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,11
2017-02-11,2,Shape Of You,Ed Sheeran,2,1,3
2017-02-11,3,Closer,The Chainsmokers Featuring Halsey,4,1,26
2017-02-11,4,Bad Things,Machine Gun Kelly x Camila Cabello,6,4,13
2017-02-11,5,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,8,2,7
2017-02-11,6,Black Beatles,Rae Sremmurd Featuring Gucci Mane,3,1,20
2017-02-11,7,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,9,6,16
2017-02-11,8,Starboy,The Weeknd Featuring Daft Punk,5,1,19
2017-02-11,9,Fake Love,Drake,11,8,14
2017-02-11,10,Scars To Your Beautiful,Alessia Cara,13,8,22
2017-02-11,11,24K Magic,Bruno Mars,10,4,16
2017-02-11,12,Side To Side,Ariana Grande Featuring Nicki Minaj,12,4,22
2017-02-11,13,Paris,The Chainsmokers,7,6,2
2017-02-11,14,Love On The Brain,Rihanna,17,7,15
2017-02-11,15,Bounce Back,Big Sean,15,6,12
2017-02-11,16,Let Me Love You,DJ Snake Featuring Justin Bieber,16,4,25
2017-02-11,17,Caroline,Amine,14,11,21
2017-02-11,18,I Feel It Coming,The Weeknd Featuring Daft Punk,19,9,10
2017-02-11,19,All Time Low,Jon Bellion,22,16,16
2017-02-11,20,Starving,Hailee Steinfeld &amp; Grey Featuring Zedd,23,12,26
2017-02-11,21,Mercy,Shawn Mendes,25,17,19
2017-02-11,22,Heathens,twenty one pilots,20,2,32
2017-02-11,23,Can't Stop The Feeling!,Justin Timberlake,24,1,38
2017-02-11,24,This Town,Niall Horan,29,20,18
2017-02-11,25,Broccoli,D.R.A.M. Featuring Lil Yachty,21,5,33
2017-02-11,26,Water Under The Bridge,Adele,34,26,12
2017-02-11,27,Cheap Thrills,Sia Featuring Sean Paul,27,1,50
2017-02-11,28,Treat You Better,Shawn Mendes,26,6,34
2017-02-11,29,iSpy,KYLE Featuring Lil Yachty,32,29,5
2017-02-11,30,Juju On That Beat (TZ Anthem),Zay Hilfigerrr &amp; Zayion McCall,18,5,18
2017-02-11,31,Say You Won't Let Go,James Arthur,30,23,14
2017-02-11,32,Rockabye,Clean Bandit Featuring Sean Paul &amp; Anne-Marie,38,21,8
2017-02-11,33,Love Me Now,John Legend,31,23,14
2017-02-11,34,Don't Let Me Down,The Chainsmokers Featuring Daya,33,3,50
2017-02-11,35,Better Man,Little Big Town,41,34,13
2017-02-11,36,Blue Ain't Your Color,Keith Urban,35,24,20
2017-02-11,37,T-Shirt,Migos,43,19,2
2017-02-11,38,The Greatest,Sia Featuring Kendrick Lamar,39,18,21
2017-02-11,39,Castle On The Hill,Ed Sheeran,28,6,3
2017-02-11,40,Party,Chris Brown Featuring Usher &amp; Gucci Mane,45,40,6
2017-02-11,41,X,21 Savage &amp; Metro Boomin Featuring Future,37,36,20
2017-02-11,42,A Guy With A Girl,Blake Shelton,51,42,11
2017-02-11,43,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,40,29,26
2017-02-11,44,Dirt On My Boots,Jon Pardi,57,39,8
2017-02-11,45,Star Of The Show,Thomas Rhett,55,45,13
2017-02-11,46,Deja Vu,J. Cole,48,7,7
2017-02-11,47,Used To This,Future Featuring Drake,49,14,12
2017-02-11,48,Cold Water,Major Lazer Featuring Justin Bieber &amp; MO,42,2,27
2017-02-11,49,Both,Gucci Mane Featuring Drake,44,41,6
2017-02-11,50,Party Monster,The Weeknd,36,16,10
2017-02-11,51,Goosebumps,Travis Scott,71,51,12
2017-02-11,52,Down,Marian Hill,99,25,2
2017-02-11,53,HandClap,Fitz And The Tantrums,54,53,18
2017-02-11,54,Way Down We Go,Kaleo,85,54,5
2017-02-11,55,Seein' Red,Dustin Lynch,66,55,5
2017-02-11,56,I Got You,Bebe Rexha,53,43,4
2017-02-11,57,Make Me (Cry),Noah Cyrus Featuring Labrinth,62,46,7
2017-02-11,58,Congratulations,Post Malone Featuring Quavo,81,33,5
2017-02-11,59,Chantaje,Shakira Featuring Maluma,52,51,11
2017-02-11,60,Play That Song,Train,69,41,9
2017-02-11,61,No Heart,21 Savage &amp; Metro Boomin,50,43,14
2017-02-11,62,Think A Little Less,Michael Ray,76,56,5
2017-02-11,63,Sober Saturday Night,Chris Young Featuring Vince Gill,75,47,4
2017-02-11,64,Location,Khalid,70,44,3
2017-02-11,65,How Far I'll Go,Auli'i Cravalho,67,41,9
2017-02-11,66,Dirty Laundry,Carrie Underwood,58,48,15
2017-02-11,67,Selfish,PnB Rock,59,51,12
2017-02-11,68,How Far I'll Go,Alessia Cara,56,56,8
2017-02-11,69,Wanna Be That Song,Brett Eldredge,64,46,17
2017-02-11,70,Fresh Eyes,Andy Grammer,68,59,17
2017-02-11,71,Kill A Word,Eric Church Featuring Rhiannon Giddens,74,71,7
2017-02-11,72,Moves,Big Sean,65,38,5
2017-02-11,73,OTW,DJ Luke Nasty,72,71,6
2017-02-11,74,Today,Brad Paisley,92,67,4
2017-02-11,75,Swang,Rae Sremmurd,61,35,6
2017-02-11,76,Redbone,Childish Gambino,63,48,9
2017-02-11,77,Despacito,Luis Fonsi Featuring Daddy Yankee,88,55,2
2017-02-11,78,80s Mercedes,Maren Morris,82,74,11
2017-02-11,79,The Weekend,Brantley Gilbert,89,69,4
2017-02-11,80,If The Boot Fits,Granger Smith,--,80,2
2017-02-11,81,Fast,Luke Bryan,--,72,1
2017-02-11,82,That's What I Like,Bruno Mars,--,4,2
2017-02-11,83,Not Nice,PARTYNEXTDOOR,95,82,2
2017-02-11,84,Guys My Age,Hey Violet,--,68,1
2017-02-11,85,Sex With Me,Rihanna,87,83,13
2017-02-11,86,Road Less Traveled,Lauren Alaina,--,80,1
2017-02-11,87,Issues,Julia Michaels,--,33,1
2017-02-11,88,Call On Me,Starley,79,70,4
2017-02-11,89,Alone,Marshmello,60,60,9
2017-02-11,90,Black,Dierks Bentley,98,90,2
2017-02-11,91,Love On The Weekend,John Mayer,--,53,2
2017-02-11,92,Good Drank,2 Chainz x Gucci Mane x Quavo,--,92,1
2017-02-11,93,Any Ol' Barstool,Jason Aldean,--,73,1
2017-02-11,94,Dancing On My Own,Calum Scott,--,93,1
2017-02-11,95,Sneakin',Drake Featuring 21 Savage,73,28,14
2017-02-11,96,Song For Another Time,Old Dominion,83,59,18
2017-02-11,97,Million Reasons,Lady Gaga,--,4,11
2017-02-11,98,Say It,Flume Featuring Tove Lo,94,60,4
2017-02-11,99,Water,Ugly God,80,80,4
2017-02-11,100,Running Back,Wale Featuring Lil Wayne,--,100,1
2017-02-04,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,10
2017-02-04,2,Shape Of You,Ed Sheeran,1,1,2
2017-02-04,3,Black Beatles,Rae Sremmurd Featuring Gucci Mane,3,1,19
2017-02-04,4,Closer,The Chainsmokers Featuring Halsey,5,1,25
2017-02-04,5,Starboy,The Weeknd Featuring Daft Punk,4,1,18
2017-02-04,6,Bad Things,Machine Gun Kelly x Camila Cabello,10,4,12
2017-02-04,7,Paris,The Chainsmokers,--,6,1
2017-02-04,8,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,12,2,6
2017-02-04,9,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,8,6,15
2017-02-04,10,24K Magic,Bruno Mars,7,4,15
2017-02-04,11,Fake Love,Drake,11,8,13
2017-02-04,12,Side To Side,Ariana Grande Featuring Nicki Minaj,9,4,21
2017-02-04,13,Scars To Your Beautiful,Alessia Cara,13,8,21
2017-02-04,14,Caroline,Amine,15,11,20
2017-02-04,15,Bounce Back,Big Sean,16,6,11
2017-02-04,16,Let Me Love You,DJ Snake Featuring Justin Bieber,14,4,24
2017-02-04,17,Love On The Brain,Rihanna,19,7,14
